,name,information,totalprice,unitprice
467,阳台朝南，格局前后通透，通风采光好,3室2厅 | 71.92平米 | 南 | 精装 | 中楼层(共32层) | 2016年建 | 塔楼,4800000,66741
468,嘉华花园东区 3室1厅 420万,3室1厅 | 88平米 | 东 | 简装 | 中楼层(共8层) | 1999年建 | 板塔结合,4200000,47728
469,地铁口物业，配套成熟，福田地段，单价低,3室2厅 | 120.8平米 | 西南 | 简装 | 中楼层(共33层) | 1995年建 | 板塔结合,4800000,39736
470,万科四季花城南北向三房两卫，红本在手，有钥匙,3室2厅 | 98.72平米 | 南 北 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,4860000,49231
471,深业新岸线一期 3室2厅 980万,3室2厅 | 103.63平米 | 东南 | 精装 | 中楼层(共24层) | 2005年建 | 塔楼,9800000,94568
472,万象天成 实用两房 中高楼层 满两年 业主急售,2室2厅 | 73.3平米 | 东 | 简装 | 高楼层(共26层) | 2010年建 | 塔楼,2490000,33970
473,有匙即看 实用四房 通风采光好,4室2厅 | 88.51平米 | 南 | 精装 | 低楼层(共29层) | 2014年建 | 板塔结合,3950000,44628
474,南向看花园复式房 位置安静 宽敞舒适 户型实用高,6室3厅 | 98.65平米 | 南 | 简装 | 高楼层(共11层) | 2006年建 | 板塔结合,5000000,50685
475,阳光新境园2+1户型，精装修，两个卫生间！！,3室2厅 | 78.36平米 | 东南 | 精装 | 低楼层(共22层) | 2007年建 | 板塔结合,4150000,52961
476,中信领航 1室1厅 240万,1室1厅 | 37.68平米 | 南 | 精装 | 低楼层(共13层) | 2013年建 | 板塔结合,2400000,63695
477,坪洲地铁口 精装两室 中间楼层 看房方便！,2室1厅 | 67平米 | 南 | 简装 | 中楼层(共7层) | 2000年建 | 板塔结合,4300000,64180
478,地铁7号线旁 小高层 安静大三房 满五红本，可免个税,3室2厅 | 92.39平米 | 北 | 简装 | 低楼层(共11层) | 2005年建 | 板楼,6600000,71437
479,户型方正！满五唯一。业主自住房。带固定车位 。,3室2厅 | 115.61平米 | 东北 | 精装 | 中楼层(共9层) | 2000年建 | 板塔结合,6600000,57089
480,莲花山公园旁，楼下地铁口，大三房两卫阳台，使用率高,3室1厅 | 108.96平米 | 东北 | 简装 | 中楼层(共34层) | 2001年建 | 塔楼,6300000,57820
481,城广3期3房2卫 高楼层  厅出阳台 看山看水景观好,3室1厅 | 88.09平米 | 北 | 精装 | 高楼层(共46层) | 2016年建 | 板塔结合,5500000,62437
482,桃源村三期，刚需三房，人车分流，花园小区，地铁物业,3室2厅 | 89.19平米 | 东北 | 简装 | 低楼层(共35层) | 2008年建 | 板楼,5850000,65591
483,锦荟三房 满二有钥匙虽随时可看 中高楼层标准三房,3室1厅 | 89.66平米 | 北 | 毛坯 | 中楼层(共33层) | 2017年建 | 板塔结合,3450000,38479
484,地铁口精装两房 满五年唯一红本  安静看花园,2室1厅 | 66.51平米 | 东北 | 精装 | 中楼层(共28层) | 2008年建 | 塔楼,3160000,47512
485,地铁上该600米物业，小区密度低，宜居住,3室2厅 | 89.14平米 | 南 | 毛坯 | 低楼层(共16层) | 2016年建 | 板塔结合,4100000,45996
486,韵动家园2房，红本在手，满五年，住家精装修诚心出售,2室1厅 | 64.32平米 | 北 | 精装 | 高楼层(共29层) | 2005年建 | 板塔结合,4300000,66854
487,大三房，红本在手，户型方正，客厅南北通。,3室2厅 | 98.44平米 | 北 | 简装 | 低楼层(共24层) | 2002年建 | 板塔结合,6500000,66031
488,满五唯一，红本在手。看房子方便,3室2厅 | 89.63平米 | 南 | 精装 | 高楼层(共24层) | 2010年建 | 板塔结合,5600000,62480
489,鸿荣源品牌开发商 自持物业口碑好 朝南前后通透三房,3室1厅 | 74.72平米 | 南 | 精装 | 中楼层(共30层) | 2016年建 | 塔楼,4450000,59556
490,四季丽晶经典两房户型，业主自住，高楼层，急售！,2室1厅 | 55.13平米 | 北 | 精装 | 高楼层(共28层) | 2011年建 | 板塔结合,5500000,99765
491,安静，带大花园，满五唯一红本在手，诚意出售,5室2厅 | 238.54平米 | 东南 | 毛坯 | 低楼层(共11层) | 2002年建 | 板塔结合,19600000,82167
492,南山海岸城舒适大三房 厅出阳台朝南 户型方正,3室1厅 | 126.36平米 | 东南 | 简装 | 低楼层(共22层) | 2002年建 | 塔楼,10300000,81514
493,2014年小区  东南向海景两房 客厅卧室全部朝东南,2室1厅 | 74.35平米 | 东南 | 精装 | 中楼层(共33层) | 2014年建 | 塔楼,6900000,92805
494,天健时尚空间 3室1厅 950万,3室1厅 | 79.5平米 | 东南 | 精装 | 高楼层(共26层) | 2010年建 | 板塔结合,9500000,119497
495,方正两房 总价不高  满两年 业主诚心出售 看房方便,2室1厅 | 61.53平米 | 西北 | 简装 | 低楼层(共18层) | 2003年建 | 板塔结合,3120000,50707
496,景山花园 方正1房 红本在手 看花园安静户型,1室1厅 | 31.53平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,1600000,50746
497,颐安都会2期  大运新城   精装修2房  大社区,2室1厅 | 74.27平米 | 东南 | 精装 | 低楼层(共31层) | 2016年建 | 塔楼,3650000,49146
498,高楼层 视野开阔 刚需2房 朝向好,2室2厅 | 69.12平米 | 东南 | 毛坯 | 高楼层(共33层) | 2015年建 | 板塔结合,3080000,44561
499,满二，东南朝向，89平3房，装修精美,3室2厅 | 89.29平米 | 东南 南 | 精装 | 低楼层(共31层) | 2016年建 | 板塔结合,5800000,64957
500,满五看房方便，精装修拎入住业主诚心卖。,2室1厅 | 77.7平米 | 西南 | 精装 | 高楼层(共8层) | 2000年建 | 板塔结合,4300000,55342
501,湖景花园观景大三居，楼下洪湖公园，沃尔玛,3室1厅 | 95.79平米 | 东南 | 简装 | 高楼层(共32层) | 1995年建 | 塔楼,4900000,51154
502,精装刚需实用小两房.厅出阳台.开阔通透舒适,2室1厅 | 47平米 | 东北 | 精装 | 低楼层(共24层) | 2007年建 | 板塔结合,4420000,94043
503,石芽岭公园旁 天然氧吧 近14号线 看花园精装3房有钥匙,3室2厅 | 89.17平米 | 东 | 精装 | 低楼层(共33层) | 2017年建 | 板塔结合,4880000,54727
504,卓越皇后道 3室2厅 585万,3室2厅 | 89.78平米 | 南 | 精装 | 高楼层(共31层) | 2015年建 | 板楼,5850000,65160
505,壹方天地A区 南向五居室 诚心出售 看房方便,5室2厅 | 103.19平米 | 南 | 毛坯 | 中楼层(共46层) | 2017年建 | 板塔结合,7100000,68806
506,皇庭世纪 精装大三房 东南向 高楼层 安静 益住家,3室2厅 | 103.45平米 | 东南 | 精装 | 高楼层(共31层) | 2004年建 | 板塔结合,8350000,80716
507,客厅出阳台 西南向。采光通风好，视野开阔！,4室2厅 | 155.99平米 | 西南 | 精装 | 高楼层(共32层) | 2008年建 | 塔楼,14000000,89750
508,源兴居两房出售 户型方正 朝南安静 楼层高采光好。,2室1厅 | 53.16平米 | 北 | 精装 | 高楼层(共32层) | 2002年建 | 板塔结合,3030000,56998
509,富通蟠龙居底层两用房出售，看上价格可谈,4室2厅 | 120平米 | 东南 | 简装 | 低楼层(共1层)  | 塔楼,4080000,34000
510,南外高新大三房，户型方正通透，通风采光很好,3室2厅 | 117.31平米 | 西南 | 精装 | 高楼层(共18层) | 2006年建 | 板塔结合,17000000,144916
511,合正荣悦，满二年，厅出阳台户型方正，业主诚心出售,2室1厅 | 65.65平米 | 南 | 精装 | 中楼层(共32层) | 2013年建 | 板塔结合,5800000,88348
512,满五唯一，红本，舒适方正两房，给您一个温暖的家,2室2厅 | 76.78平米 | 北 | 精装 | 高楼层(共29层) | 2005年建 | 塔楼,4650000,60563
513,人文社区，东南向3房，3房2卫，户型方正,3室1厅 | 86.37平米 | 东南 | 精装 | 中楼层(共31层) | 2012年建 | 板塔结合,6350000,73521
514,2012年皇岗口岸朝南两房+采光好，易出租，好看房,2室1厅 | 59.54平米 | 南 | 简装 | 低楼层(共30层) | 2012年建 | 板塔结合,4100000,68862
515,户型方正，客厅出阳台，南向，楼层高，采光视野好,2室2厅 | 76.82平米 | 南 | 精装 | 中楼层(共25层) | 2009年建 | 板塔结合,3850000,50118
516,莱蒙五期看花园户型  满五唯一 有少量欠款 看房方便,3室2厅 | 95.06平米 | 北 | 精装 | 中楼层(共28层) | 2012年建 | 板塔结合,9400000,98885
517,满五红本，税费少，诚心出售~~,1室1厅 | 38.32平米 | 东 | 简装 | 中楼层(共25层) | 2003年建 | 板塔结合,2900000,75679
518,广兴源圣拿威 3室2厅 850万,3室2厅 | 127平米 | 东 | 精装 | 高楼层(共17层) | 2013年建 | 板塔结合,8500000,66930
519,中航阳光新苑 2室1厅 410万,2室1厅 | 67.72平米 | 南 | 精装 | 高楼层(共6层) | 2005年建 | 板塔结合,4100000,60544
520,满五唯一，红本在手，随看随签， 带入户花园,1室1厅 | 62.13平米 | 东南 | 精装 | 低楼层(共18层) | 2008年建 | 塔楼,3030000,48769
521,地铁无缝衔接 精装修格局比其他的都好！高楼层东南向,3室2厅 | 81.76平米 | 东南 | 精装 | 中楼层(共48层) | 2017年建 | 板塔结合,5800000,70940
522,东南朝向，红本满五，厅出阳台，单价低,3室2厅 | 124平米 | 东南 | 简装 | 低楼层(共31层) | 1994年建 | 板塔结合,5300000,42742
523,会展南实用两房，安静东南向，大社区，诚心出售,2室2厅 | 58.3平米 | 东南 | 精装 | 低楼层(共32层) | 2004年建 | 板塔结合,4900000,84049
524,上东湾 3室2厅 550万,3室2厅 | 86.71平米 | 东南 | 精装 | 中楼层(共32层) | 2012年建 | 板塔结合,5500000,63430
525,大运新城 中海经典三房 厅出阳台 俯瞰花园 看房方便,3室2厅 | 88.83平米 | 南 | 精装 | 高楼层(共33层) | 2009年建 | 塔楼,3700000,41653
526,天马综合楼 3室2厅 430万,3室2厅 | 78.64平米 | 南 | 精装 | 中楼层(共8层) | 2003年建 | 板塔结合,4300000,54680
527,中海康城塞纳，精装两房，厅出阳台，安静宜居，通风好,2室2厅 | 74.16平米 | 东北 | 精装 | 低楼层(共24层) | 2011年建 | 板塔结合,3040000,40993
528,两房两厅，双阳台，采光充足，通风好！,2室2厅 | 67.44平米 | 东 北 | 精装 | 低楼层(共29层) | 1999年建 | 板塔结合,3180000,47154
529,房子满2年，精装2+1房，中高层，位置安静，采光充足,2室1厅 | 51.41平米 | 南 | 简装 | 中楼层(共29层) | 2009年建 | 板塔结合,3300000,64190
530,舒适大三房 双卫大阳台 户型实用 业主自住保养好,3室2厅 | 102.42平米 | 南 | 精装 | 中楼层(共8层) | 1998年建 | 板楼,5200000,50772
531,锦绣花园二期193平， 中楼层 采光好 户型方正,4室1厅 | 193.89平米 | 西南 | 简装 | 低楼层(共33层) | 2001年建 | 板塔结合,14800000,76332
532,此房满五年，稀有放盘的两居室，好户型,2室2厅 | 71.83平米 | 北 | 简装 | 中楼层(共24层) | 2004年建 | 塔楼,6600000,91884
533,京基御景印象四期 笋盘推荐 钥匙在手说走就走,3室2厅 | 88.25平米 | 东南 | 毛坯 | 中楼层(共33层) | 2016年建 | 板塔结合,3200000,36261
534,居家大社区，有华润万家商超，3房户型,3室2厅 | 69.22平米 | 西北 | 简装 | 高楼层(共6层) | 2003年建 | 板楼,2200000,31783
535,总价低 满五唯一户型方正安静的两房 小区环境很好,2室1厅 | 66.82平米 | 北 | 简装 | 低楼层(共18层) | 2005年建 | 板塔结合,5600000,83808
536,户型方正，采光通风好，高楼层景观好,3室1厅 | 87.61平米 | 南 | 毛坯 | 高楼层(共16层) | 2016年建 | 塔楼,4050000,46228
537,户型方正.高层朝正南.。精装修 看房方便 .家私家电..,2室2厅 | 74.07平米 | 东南 | 精装 | 中楼层(共28层) | 2003年建 | 板塔结合,3650000,49278
538,客厅出阳台朝北向，主卧朝北，次卧朝南向，价格便宜。,2室1厅 | 63.3平米 | 北 | 简装 | 高楼层(共8层) | 1999年建 | 板塔结合,3880000,61296
539,满五唯一税费少，看房方便，装修保养不错，楼层高。,2室1厅 | 68.67平米 | 北 | 精装 | 高楼层(共32层) | 2003年建 | 板塔结合,4500000,65531
540,地铁口精装小三房 朝南 高楼层看山景,3室1厅 | 77.62平米 | 南 | 精装 | 中楼层(共33层) | 2014年建 | 板楼,4300000,55399
541,西岸观邸 2室1厅 750万,2室1厅 | 50平米 | 西 | 精装 | 中楼层(共29层) | 2007年建 | 板塔结合,7500000,150000
542,经典嘉葆润35平方，中楼层，70年产权复式,2室1厅 | 34.16平米 | 西 | 简装 | 中楼层(共20层) | 2013年建 | 塔楼,2900000,84895
543,中间楼层业主诚心卖装修保养好 看房方便,4室1厅 | 89.24平米 | 南 北 | 精装 | 低楼层(共28层) | 2011年建 | 塔楼,5850000,65554
544,1号线大新站 前海自贸区  复式 精装三房 满五唯一,3室1厅 | 93平米 | 南 | 精装 | 低楼层(共31层) | 2011年建 | 塔楼,7000000,75269
545,万象天成精装大2房，满5年，红本在手，楼层视野好,2室1厅 | 87.29平米 | 东南 | 精装 | 高楼层(共24层) | 2010年建 | 塔楼,2950000,33796
546,满五红本税少，厅出阳台，全新没住过，朝南采光通风好,3室2厅 | 89.28平米 | 南 | 精装 | 低楼层(共32层) | 2015年建 | 板塔结合,4750000,53204
547,门口14号线四联站 配套成熟 方正实用 楼层视野棒,2室2厅 | 72.39平米 | 西南 | 简装 | 中楼层(共11层) | 2009年建 | 板塔结合,3050000,42133
548,满五唯一 红本在手 独门独院 全新装修,3室1厅 | 106.51平米 | 东南 | 精装 | 低楼层(共17层) | 2003年建 | 板塔结合,6900000,64783
549,地铁物业 安静大花园 适合住家的两房,2室1厅 | 80.76平米 | 西南 | 简装 | 低楼层(共29层) | 2001年建 | 板塔结合,5300000,65627
550,松河瑞园一期 3室2厅 405万,3室2厅 | 73.8平米 | 东南 | 毛坯 | 中楼层(共37层)  | 塔楼,4050000,54879
551,万象天成 户型方正 住家安静 满五唯一 业主诚心出售,2室1厅 | 73.47平米 | 东 | 简装 | 中楼层(共26层) | 2010年建 | 塔楼,2450000,33347
552,洪湖花园大2房，东南向 红本在手满5唯一,2室1厅 | 83.36平米 | 东南 | 精装 | 中楼层(共33层) | 1995年建 | 塔楼,3680000,44146
553,此房精装修 采光好 高楼层 视野广 配套齐全 交通便利,4室2厅 | 88.03平米 | 南 | 精装 | 高楼层(共38层)  | 塔楼,6860000,77928
554,红本在手  看花园  中间楼层，看房有钥匙,3室2厅 | 93.91平米 | 北 | 简装 | 低楼层(共6层) | 2000年建 | 板塔结合,4600000,48984
555,颐安乐城  精装3+1房  满五唯一  看房方便,3室2厅 | 88.16平米 | 西南 | 精装 | 中楼层(共33层) | 2015年建 | 板塔结合,4250000,48208
556,11号线双地铁物业 壹方城 居家自住三面采光大两房,2室1厅 | 73.4平米 | 南 | 精装 | 低楼层(共18层) | 2005年建 | 塔楼,7600000,103543
557,震惊！！！ 满五年，价格超笋，业主急卖!!!!,2室1厅 | 75.24平米 | 南 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,6500000,86391
558,学府在畔五年唯一，露台上放篮球架，业主诚心换房。,3室1厅 | 101.45平米 | 东北 | 简装 | 低楼层(共14层) | 2003年建 | 板塔结合,7400000,72943
559,11号线碧海湾地铁站近在咫尺小区环境优美次新小区。,3室2厅 | 88.89平米 | 西南 | 精装 | 低楼层(共31层) | 2016年建 | 板塔结合,7100000,79875
560,精装两房  高楼层，视野宽阔，采光通风好，看房方便,2室2厅 | 73.95平米 | 西北 | 精装 | 中楼层(共31层) | 2014年建 | 板塔结合,3000000,40568
561,满5年业主诚售 看房随时 大两房 地铁即将开通,2室1厅 | 74.2平米 | 北 | 简装 | 低楼层(共6层) | 2002年建 | 板楼,3550000,47844
562,12号地铁线 实用两房 业主诚心出售,2室1厅 | 47.67平米 | 东南 | 精装 | 低楼层(共30层) | 2009年建 | 板塔结合,3690000,77408
563,海境界家园一期 南北向，精装修，高层采光好。,3室1厅 | 88.3平米 | 南 | 精装 | 高楼层(共34层) | 2013年建 | 板塔结合,10600000,120046
564,小户型的单身公寓，总价低，单价低,1室0厅 | 25.08平米 | 西北 | 简装 | 中楼层(共31层) | 1996年建 | 板塔结合,980000,39315
565,桃源居十一区 3室2厅 620万,3室2厅 | 110.23平米 | 南 | 精装 | 中楼层(共17层) | 2008年建 | 塔楼,6200000,56247
566,价位很低的三房，使用面积很大；,4室1厅 | 147.15平米 | 东南 | 精装 | 低楼层(共16层) | 2012年建 | 板塔结合,7080000,48115
567,满五唯一  客厅出阳台  业主诚心卖,3室1厅 | 114.65平米 | 东北 | 精装 | 低楼层(共23层) | 2006年建 | 板塔结合,12000000,104667
568,次新房两房，朝东南，看香港，业主诚心卖,2室1厅 | 73平米 | 东南 | 精装 | 中楼层(共32层) | 2017年建 | 板楼,4500000,61644
569,地铁七号线安静安静看塘朗山三房,3室2厅 | 77.66平米 | 南 北 | 简装 | 高楼层(共17层) | 2009年建 | 塔楼,6300000,81123
570,大阳台 东北向 满五唯一 税费少,1室1厅 | 42.28平米 | 东北 | 精装 | 低楼层(共30层) | 2005年建 | 板塔结合,4100000,96973
571,宝龙科技园 原始清水房 满五唯一 红本 看房方便,1室1厅 | 57.7平米 | 东南 | 毛坯 | 中楼层(共32层) | 2009年建 | 板塔结合,2000000,34663
572,公务员社区，满五唯一住房，中低楼层，安静，东南向,3室2厅 | 96.4平米 | 东南 | 精装 | 低楼层(共8层) | 2001年建 | 板塔结合,6900000,71577
