,battery,year,month,brand,model,weight,CPU model,CPU freq,CPU cores,SIM cards,ROM,RAM,screen size,resolution,screen material,front camera,rear camera,rear camera specs,charging port,price,comments
18974672589,1480,2019年,以官网信息为准,多亲（QIN）,Qin 1s +,95,其他,,,2个,,,2.8英寸,320*240,IPS,,无后置摄像头,,Micro USB,['399.00'],1700+
100002399612,1600,2018年,12月,飞利浦（Philips）,,110,--,其他,其他,2个,其他,其他,2.4英寸,240*320,TFT,无,1个,30万像素,Micro USB,['159.00'],1700+
63030021961,4500mAh（典型值）,2019年,11月,华为（HUAWEI）,HUAWEI Mate 30 Pro 5G,约198克（含电池）,其他,,,2个,,,6.53英寸,FHD+ 2400×1176 像素,OLED,,后置四摄,,Type-C,['6399.00'],1700+
100010949256,,,,,,,,,,,,,,,,,,,,['499.00'],1700+
54696362432,3400mAh（典型值） ,2019年,4月,,荣耀20i,约164克,,,,2个,,,,,IPS,,,,Micro USB,['999.00'],1700+
41895898643,2930,2019年,3月,索尼（SONY）,Xperia 10 Plus,180,,,,2个,,,,,其他,,,,Type-C,['2499.00'],1700+
43558600154,4000mAh（typ）/3900mAh（min）,2019年,3月,小米（MI）,红米note7pro,186,,,,2个,,,,,其他,,,,Type-C,['1048.00'],1700+
40570016104,4060,2017年,5月,酷派（Coolpad）,酷派COOL1,167,骁龙652（MSM8976）,,,2个,,,5.5英寸,1920X1080,TFT,,后置双摄,,Type-C,['399.00'],1700+
51959567172,3340mAh（典型值）,2019年,3月,华为（HUAWEI）,nova 4e,约159克（含电池）,,,,2个,,,,,其他,,,,Type-C,['1259.00'],1700+
26889208244,,,,,,,,,,,,,,,,,,,,['4319.00'],1600+
100010949264,3400,2019年,6月,小辣椒,红辣椒8X,182.5,MT6763,,,2个,,,6.2英寸,1520x720,TFT,,后置双摄,,Micro USB,['649.00'],1700+
37221800643,800,2019年,6月,天语（K-Touch）,T2A,125,,,,2个,,,,,其他,,,,Micro USB,['89.00'],1700+
12054576640,3800,2015年,7月,,百合按键老人机,123,其他,,,1个,,,2.4英寸,320*240,其他,,无后置摄像头,,Micro USB,['149.00'],1600+
100005337543,1300,2019年,10月,其他品牌,L6,180,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,['199.00'],1700+
54057104245,800,2019年,8月,天语（K-Touch）,天语T2,125,,,,2个,,,,,其他,,,,Micro USB,['89.00'],1700+
59176961813,4200mAh,2019年,9月,华为（HUAWEI）,华为Mate30,196克（含电池） ,,,,2个,,,,,OLED,,,,Type-C,['4999.00'],1700+
35686345367,900,2019年,6月,,纽曼儿童手机,450,其他,,,1个,,,1.5英寸,180*180,其他,,无后置摄像头,,其它接口,['188.00'],1600+
54393474458,3000mAh,2017年,11月,,M6,212,其他,,,2个,,,5.5英寸,1920x1080,IPS,,后置单摄,,Micro USB,['288.00'],1600+
43745560057,,,,,,,,,,,,,,,,,,,,['158.00'],1600+
52033984025,,,,,,,,,,,,,,,,,,,,['1728.00'],1800+
100006058054,1300,2017年,5月,,A520,75,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,['168.00'],1600+
45105622340,4200mAh（典型值）,2019年,4月,华为（HUAWEI）,华为P30PRO,192,,,,2个,,,,,OLED,,,,Type-C,['4488.00'],1600+
57005800488,3340mAh（典型值）,2018年,8月,华为（HUAWEI）,华为nova3i,169,其他,,,2个,,,其他英寸,-,TFT,,其他,,Micro USB,['1199.00'],1600+
40872912486,2000,2019年,以官网信息为准,飞利浦（Philips）,飞利浦（PHILIPS） E515,131,其他,,,2个,,,2.4英寸,240x320,其他,,后置单摄,,Micro USB,['499.00'],1600+
100005291581,,,,,,,,,,,,,,,,,,,,['599.00'],1700+
56761430220,4000mAh（典型值） 3900mAh（最小值）,2019年,9月,华为（HUAWEI）,荣耀Play3,176g,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['809.00'],2000+
33655077431,,,,,,,,,,,,,,,,,,,,['4288.00'],1600+
16497862774,以官网为准,2017年,4月,华为（HUAWEI）,畅享7Plus,约165g（含电池）,,,,2个,,,,,IPS,,,,Micro USB,['899.00'],1600+
35458467008,3020mAh（典型值）,2019年,1月,华为（HUAWEI）,畅玩8A,150,,,,2个,,,,,IPS,,,,Micro USB,['609.00'],1600+
57140608264,4200mAh（典型值）,2019年,9月,,HUAWEI Mate 30,约196克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['4299.00'],1600+
35651694243,,,,,,,,,,,,,,,,,,,,['1159.00'],1600+
53124667962,2500,2019年,8月,,AGM M5,173,,,,2个,,,,,LCD,,,,Type-C,['469.00'],1600+
56960784547,3400mAh（典型值）,2019年,4月,华为（HUAWEI）,荣耀20i,约164克,,,,2个,,,,,IPS,,,,Micro USB,['1119.00'],1700+
25549428968,1200,2017年,以官网信息为准,诺基亚（NOKIA）,3310,82/88.1,,,,其他,,,,,其他,,,,Micro USB,['398.00'],1600+
41275746375,3400mAh（典型值）,2018年,11月,,荣耀10青春,约162克,,,,2个,,,,,IPS,,,,Micro USB,['1299.00'],1600+
25735708891,1400,2018年,以官网信息为准,飞利浦（Philips）,飞利浦（PHILIPS） E171L,128,其他,,,2个,,,2.4英寸,240×320,TFT,,后置单摄,,Micro USB,['168.00'],1600+
60487270984,其它,2019年,9月,华为（HUAWEI）,华为mate30,0.54kg（人工测量实物为准）,,,,2个,,,,,OLED,,,,Type-C,['4999.00'],1600+
13934348245,800,2017年,以官网信息为准,诺基亚（NOKIA）,105,69.6（以官方信息为准）,,,,其他,,,,,其他,,,,Mini USB,['139.00'],1600+
50928559830,3020mAh（典型值）,2019年,3月,华为（HUAWEI）,畅享9e,约150克（含电池）,,,,2个,,,,,其他,,,,Micro USB,['759.00'],1700+
100010300500,1000,2019年,11月,飞利浦（Philips）,飞利浦 E209,93,其他,,,2个,,,2.4英寸,320*240,其他,,后置单摄,,Micro USB,['168.00'],1700+
45180719583,900,2019年,以官网信息为准,纽曼（Newman）,W560C,90,其他,,,2个,,,1.8英寸,240*320,其他,,无后置摄像头,,Micro USB,['158.00'],1600+
31340280969,4230mAh（典型值）,2018年,7月,OPPO,A5,168,,,,2个,,,,,TFT,,,,Micro USB,['699.00'],1600+
61061769981,4000,2019年,9月,realme,realme X2,182,骁龙730G,,,2个,,,6.4英寸,1080×2340,AMOLED,,后置四摄,,Type-C,['1509.00'],1700+
29590047201,1700,2018年,12月,飞利浦（Philips）,飞利浦 E289,158,其他,,,2个,,,2.4英寸,320x240,IPS,,后置单摄,,Micro USB,['389.00'],1600+
23929443580,1000,2019年,8月,飞利浦（Philips）,E109C,77,,,,1个,,,,,其他,,,,其它接口,['179.00'],1600+
61119668952,,,,,,,,,,,,,,,,,,,,['6088.00'],1600+
55202428674,3915mAh （额定值）4000mAh（典型值）,2019年,9月,OPPO,OPPO Reno2,189,,,,2个,,,,,其他,,,,Type-C,['2999.00'],1600+
55770012873,4000,2019年,以官网信息为准,,创星X5,其他,,,,2个,,,,,其他,,,,其它接口,['489.00'],1700+
51676742638,1970,2017年,3月,,agm m2g,138,,,,2个,,,,,其他,,,,Micro USB,['199.00'],1600+
13400321203,4000mAh / 4100mAh(typ),2017年,,小米（MI）,,165,其他,,,2个,,,5.5英寸,596120,其他,,,,,['799.00'],1500+
41047240805,3800,2018年,11月,努比亚（nubia）, 努比亚红魔Mars,193,,,,2个,,,,,TFT,,,,Type-C,['1799.00'],1600+
44038082966,3020mAh（典型值）,2019年,3月,华为（HUAWEI）,华为畅享9e,约150克（含电池）,,,,2个,,,,,其他,,,,Micro USB,['728.00'],1600+
15435793650,,,,,,,,,,,,,,,,,,,,['1099.00'],1500+
56144973581,以官网信息为准,2019年,9月,,iPhone 11 Pro,188,,,,2个,,,,,OLED,,,,Lightning（iPhone）,['9399.00'],1600+
18654358480,1950mAh,2017年,11月,小辣椒,t33,约140g（以实际重量为准）,其他,,,2个,,,5.0英寸,其他,其他,,后置单摄,,Micro USB,['199.00'],1500+
55734447615,4500mAh（typ）,2019年,8月,,Redmi Note8 Pro,199.8,,,,2个,,,,,其他,,,,Type-C,['1469.00'],1600+
56563818294,,,,,,,,,,,,,,,,,,,,['349.00'],1500+
54312529068,4000mAh（典型值）,2018年,12月,华为（HUAWEI）,华为畅享9,168,,,,2个,,,,,TFT,,,,Micro USB,['999.00'],1500+
52110944619,4000mAh,2018年,12月,,畅享 9,约168克,,,,2个,,,,,TFT,,,,Micro USB,['968.00'],1600+
100003496372,3320,2019年,2月,诺基亚（NOKIA）,Nokia 9 PureView,173,骁龙845（SDM845）,,,2个,,,5.99英寸,2880x1440,POLED,,后置五摄,,Type-C,['3999.00'],1600+
48432661221,4000mAh,2019年,6月,华为（HUAWEI）,荣耀20pro,182,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,['2499.00'],1500+
63397237424,,,,,,,,,,,,,,,,,,,,['4189.00'],1500+
28223441652,3300,2018年,6月,,以官网信息为准,以官网信息为准,,,,2个,,,,,其他,,,,Type-C,['779.00'],1500+
100004897743,1700,2019年,9月,飞利浦（Philips）,E516,110,其他,,,2个,,,2.31英寸,240*320,TFT,,后置单摄,,Micro USB,['339.00'],1600+
56177164560,4000mAh（典型值） 3900mAh（最小值）,2019年,9月,华为（HUAWEI）,荣耀Play3,176g ,,,,2个,,,,,IPS,,,,Micro USB,['799.00'],1700+
52543778237,4200mAh（典型值）,2019年,7月,华为（HUAWEI）,HUAWEI Mate 20 X (5G),约233克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['6999.00'],1500+
44033283662,3400（典型值）,2019年,3月,,华为畅享 9S,390,,,,2个,,,,,其他,,,,Micro USB,['969.00'],1600+
34138944006,4000mAh（典型值） 3900mAh（最小值）,2018年,10月,华为（HUAWEI）,荣耀畅玩8c,约167.2g克（含电池）,,,,2个,,,,,IPS,,,,Micro USB,['849.80'],1500+
100003102018,3000,2019年,1月,飞利浦（Philips）,飞利浦E280,137.4,其他,,,2个,,,2.8英寸,240*320,其他,,后置单摄,,Micro USB,['299.00'],1500+
57693695323,4000mAh,2019年,10月,OPPO,OPPO Ace,约200g,,,,2个,,,,,AMOLED,,,,Type-C,['2999.00'],1500+
39212578294,,,,,,,,,,,,,,,,,,,,['1245.00'],1500+
20677126527,3100,2018年,6月,美图,美图T9,约183,,,,2个,,,,,AMOLED,,,,Type-C,['1249.00'],1500+
16983946257,3580,2017年,9月,美图,T8s,170,,,,1个,,,,,AMOLED,,,,Type-C,['1298.00'],1500+
100005536927,3900,2019年,10月,天语（K-Touch）,X25,190,MT6763T,,,2个,,,6.26英寸,1520*720,TFT,,后置单摄,,其它接口,['679.00'],1500+
58111727464,3800,2019年,10月,,一加7T,190,,,,2个,,,,,AMOLED,,,,Type-C,['3299.00'],1500+
33690849903,,,,,,,,,,,,,,,,,,,,['3588.00'],1500+
38475323133,,,,,,,,,,,,,,,,,,,,['3588.00'],1500+
56921895028,以官网信息为准,2019年,9月,Apple,iPhone11ProMax,226,,,,2个,,,,,OLED,,,,Lightning（iPhone）,['9128.00'],1500+
32402190380,,,,,,,,,,,,,,,,,,,,['899.00'],1500+
100008397184,3020mAh（典型值） 2920mAh（最小值）,2019年,9月,华为（HUAWEI）,荣耀Play3e,约146克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,Mediatek MT6762R（联发科 MT6762R）,,,2个,,,5.71英寸,HD+  1520x720 像素,TFT LCD（IPS）,,后置单摄,,Micro USB,['899.00'],1500+
43558872816, 4000mAh（typ）,2019年,3月,小米（MI）,红米7,180克,,,,2个,,,,,其他,,,,Micro USB,['765.00'],1500+
11567019869,3580,2017年,2月,美图,T8,官网信息为准,,,,1个,,,,,AMOLED,,,,Type-C,['1298.00'],1500+
60030391833,4000mAh（典型值）,2019年,10月,,畅享10,约176g,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['1399.00'],1500+
1063666941,1200,2015年,10月,,,109,其他,其他,其他,1个,其他,其他,2.4英寸,240*320,其他,无,1个,30万像素,其他,['209.00'],1500+
54987905029,800,2018年,4月,,天语老人手机,91,,,,其他,,,,,TFT,,,,其它接口,['99.00'],1500+
44108166105,3020mAh（典型值）,2019年,3月,华为（HUAWEI）,华为畅享 9e,约150克（含电池）,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['728.00'],1500+
42193114742,350,2019年,1月,,·,70,其他,,,2个,,,1.5英寸,596120,LCD,,其他,,Mini USB,['99.00'],1500+
45878110173,,,,,,,,,,,,,,,,,,,,['3688.00'],1500+
39055822554,800,2017年,以官网信息为准,,V1,90,其他,,,2个,,,1.8英寸,596120,其他,,其他,,其它接口,['99.00'],1500+
41050980070,4000mAh（typ）,2019年,1月,小米（MI）,红米Note7,186,,,,2个,,,,,其他,,,,Type-C,['958.00'],1400+
53763236024,4000（典型值),2017年,以官网信息为准,华为（HUAWEI）,华为 Mate10,约186g（含电池）,,,,其他,,,,,其他,,,,Type-C,['1588.00'],1500+
57635112871,,,,,,,,,,,,,,,,,,,,['3668.00'],1500+
41441482358,约3750,2018年,9月,,荣耀8x,约175,,,,2个,,,,,IPS,,,,Micro USB,['899.00'],1400+
43095425719,800,2019年,3月,,3310T,150,其他,,,2个,,,其他英寸,240*320,其他,,后置单摄,,Micro USB,['69.00'],1500+
24286784437,3000mAh（典型值）,2017年,12月,华为（HUAWEI）,荣耀9青春,约149 g(含电池),其他,,,2个,,,其他英寸,其他,其他,,其他,,Micro USB,['799.00'],1400+
48837921915,4000mAh（typ）/3900mAh（min）,2019年,5月,小米（MI）,Redmi 7A,165,,,,2个,,,,,其他,,,,Micro USB,['489.00'],1500+
57728059240,,,,,,,,,,,,,,,,,,,,['1999.00'],1500+
39204528510,4000mAh(典型值）,2018年,10月,华为（HUAWEI）,华为畅享9plus,约173g(含电池),,,,2个,,,,,TFT,,,,Micro USB,['1218.00'],1400+
16322634421,3020,2018年,5月,华为（HUAWEI）,畅玩7,约142,其他,,,2个,,,5.45英寸,其他,IPS,,后置单摄,,Micro USB,['499.00'],1400+
30718880816,3400,2018年,7月,索尼（SONY）,Xperia XZ2 Premium,236,,,,2个,,,,,其他,,,,Type-C,['3499.00'],1400+
45104789994,3650,2019年,7月,华为（HUAWEI）,华为P30,165,,,,2个,,,,,OLED,,,,Type-C,['3688.00'],1400+
100010755494,,,,,,,,,,,,,,,,,,,,['229.00'],1700+
59461777257,3400mAh（典型值）,2019年,4月,,荣耀20i,164,,,,2个,,,,,其他,,,,Micro USB,['999.00'],1500+
60872287202,1000,2018年,以官网信息为准,飞利浦（Philips）,107,78,其他,,,2个,,,其他英寸,以官网为准,其他,,其他,,Micro USB,['97.00'],1500+
28270225778,3000mAh(典型值）,2017年,以官网信息为准,华为（HUAWEI）,畅享7S,约143g(含电池),其他,,,2个,,,其他英寸,其他,其他,,其他,,Micro USB,['899.00'],1400+
32907412902,3750mAh,2018年,9月,,麦芒7,约172克（含电池）,,,,2个,,,,,TFT,,,,Type-C,['1128.00'],1400+
40354551811,4000mAh（典型值） 3900mAh（最小值）,2018年,12月,,华为荣耀V20,约180克（含电池）,麒麟980,,,2个,,,6.4英寸,1080*2310,IPS,,后置双摄,,Type-C,['1958.00'],1400+
34531029113,3500mAh（典型值）,2018年,10月,,诺基亚X7,185,,,,2个,,,,,LCD,,,,Type-C,['1699.00'],1400+
57268990546,4200mAh（典型值）,2019年,9月,华为（HUAWEI）,华为Mate30,196克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['3999.00'],1500+
57323794698,4500,2019年,9月,vivo,NEX3,218.5,,,,2个,,,,,AMOLED,,,,其它接口,['4998.00'],1400+
19998283467,,,,,,,,,,,,,,,,,,,,['12999.00'],1400+
51396281571,1480,2019年,3月,,多亲手机,95,其他,,,2个,,,2.8英寸,320*240,IPS,,无后置摄像头,,Type-C,['399.00'],1400+
56179828357,4000mAh（典型值）,2019年,9月,,荣耀Play3,176g ,,,,2个,,,,,其他,,,,Micro USB,['799.00'],1500+
53140917675,以官网数据为准,2019年,7月,华为（HUAWEI）,荣耀9xpro,206g,,,,2个,,,,,LTPS,,,,Type-C,['2199.00'],1400+
17257019146,3000,2017年,10月,SUGAR,SUGAR C11,166,骁龙430（MSM8937）,,,2个,,,5.7英寸,1440*720,IPS,,后置单摄,,Micro USB,['699.00'],1400+
24225852283,1800,2017年,12月,飞利浦（Philips）,E212A,135,其他,,,2个,,,2.8英寸,240x320,TFT,,后置单摄,,Micro USB,['298.00'],1400+
7534047,2900,2017年,10月,朵唯（DOOV）,L525,157.1,mt6750,,,2个,,,5.2英寸,1080×720,其他,,后置单摄,,Micro USB,['569.00'],1400+
28761599918,3100,2018年,6月,美图,T9,183,,,,2个,,,,,其他,,,,Type-C,['1399.00'],1400+
48755873938,4000mAh（typ）/3900mAh（min）,2019年,5月,小米（MI）,K20pro,191,骁龙855,,,2个,,,6.39 英寸,697416,其他,,后置三摄,,Type-C,['2388.00'],1400+
56111446783,,,,,,,,,,,,,,,,,,,,['1539.00'],1400+
100005297524,1700,2019年,4月,飞利浦（Philips）,E289,158,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,['338.00'],1400+
50643666816,4000mAh（典型值）,2019年,6月,,nova5i,178,,,,2个,,,,,其他,,,,Type-C,['1999.00'],1400+
30063327300,电池容量3020mAh （典型值）,2018年,6月,华为（HUAWEI）,畅享8e 青春版,约142克（含电池）,,,,2个,,,,,其他,,,,Micro USB,['479.00'],1400+
28767093983,3120mAh（typ）/3020mAh (min,2018年,5月,小米（MI）,小米8 SE,164,,,,2个,,,,,其他,,,,Type-C,['1388.00'],1400+
54327004311,1600,2018年,1月,飞利浦（Philips）,E209J,109,其他,,,2个,,,2.8英寸,240x320,TFT,,后置单摄,,Micro USB,['169.00'],1400+
23186438709,2080,2017年,6月,纽曼（Newman）,M560,100g,其他,,,2个,,,2.4英寸,240×320,TFT,,后置单摄,,Micro USB,['99.00'],1400+
48278314598,3750mAh（典型值）,2019年,6月,,荣耀20,约174g,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,['2299.00'],1400+
62573449366,,,,,,,,,,,,,,,,,,,,['1859.00'],1400+
45487816017,1820,2019年,4月,,多亲新款手机F9,100,,,,2个,,,,,TFT,,,,Type-C,['299.00'],1400+
48272179329,3750mAh（典型值）,2019年,5月,,以官网信息为准,约174g,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,['2499.00'],1400+
56128919689,以官网信息为准,2015年,以官网信息为准,,以官网信息为准,以官网信息为准,,,,其他,,,,,其他,,,,其它接口,['149.00'],1400+
38459716370,1050mAh,2018年,以官网信息为准,飞利浦（Philips）,以官网信息为准,约138,,,,1个,,,,,TFT,,,,其它接口,['198.00'],1400+
34693782047,,,,,,,,,,,,,,,,,,,,['4599.00'],1300+
50097517947,3500mAh（典型值）,2019年,6月,,华为nova5pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['2499.00'],1400+
42326921072,3200,2019年,1月,酷派（Coolpad）,1832-A0,195,其他,,,2个,,,6.0英寸,1440*720,TFT,,后置双摄,,Micro USB,['499.00'],1300+
49370965822,2000,2019年,5月,索爱,索爱 SA-T1 移动/联通 老人手机,120,,,,2个,,,,,其他,,,,其它接口,['99.00'],1300+
55294371632,3915mAh （额定值）4000mAh（典型值）,2019年,9月,OPPO,Reno2,约189g,,,,2个,,,,,AMOLED,,,,Type-C,['2999.00'],1400+
59542928337,,,,,,,,,,,,,,,,,,,,['6899.00'],1400+
55122913789,3400（典型值）,2019年,3月,,华为畅享 9S,约160g,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['958.00'],1400+
59894121601,4200mAh（典型值）,2019年,11月,华为（HUAWEI）,HUAWEI Mate 30 5G,196克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['5499.00'],1400+
59406099252,4500,2019年,10月,,IQOO NEO 855型,198.5,,,,2个,,,,,AMOLED,,,,Type-C,['2298.00'],1400+
42434845287,3120mAh（typ）/3020mAh (min,2018年,5月,小米（MI）,小米8SE,164 以官网信息为准,,,,2个,,,,,AMOLED,,,,Type-C,['1358.00'],1400+
55175270304,,,,,,,,,,,,,,,,,,,,['198.00'],1400+
25075711925,600,2017年,10月,金柏利,001,120,其他,,,2个,,,2.0英寸,240*320,TFT,,无后置摄像头,,Micro USB,['168.00'],1300+
34528923119,600,2018年,以官网信息为准,,454,45,其他,,,1个,,,2.4英寸,596118,IPS,,其他,,Micro USB,['168.00'],1300+
40308397365,3800,2018年,12月,YAAO,N9,246,,,,2个,,,,,TFT,,,,Mini USB,['819.00'],1300+
56830149990,1821,2017年,9月,苹果（Apple）,苹果8,148,,,,1个,,,,,其他,,,,Lightning（iPhone）,['3348.00'],1300+
100000481325,以官网信息为准,2018年,9月,Apple,,177,其他,其他,其他,1个,512GB,其他,5.8英寸,2436×1125,OLED,700万像素,2个,双1200万像素,Lightning（iPhone）,['12298.00'],1300+
56226875796,4000,2019年,9月,华为（HUAWEI）,畅享 10plus,196.8,,,,2个,,,,,其他,,,,Type-C,['1499.00'],1300+
51959322365,4000mAh,2018年,12月,,畅享9,168,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['999.00'],1300+
56830787626,以官网信息为准,2018年,9月,苹果（Apple）,iphone xs(,177,,,,1个,,,,,OLED,,,,Lightning（iPhone）,['5388.00'],1400+
11075527091,1200,2015年,8月,索爱,Z6 移动/联通 翻盖老人手机,160,,,,2个,,,,,其他,,,,其它接口,['219.00'],1300+
50795952695,1000,2016年,1月,,C18A,62,,,,1个,,,,,其他,,,,Micro USB,['178.00'],1300+
100003670241,4030,2019年,3月,vivo,Y91,163.5,MTK MT6762,,,2个,,,6.2英寸,1520x720,LCD,,后置单摄,,Micro USB,['899.00'],1300+
18780117159,2400,2016年,以官网信息为准,,BA520,7.9,其他,,,2个,,,5.0英寸,596120,其他,,后置单摄,,Micro USB,['338.00'],1300+
28981061713,3400mAh（典型值）,2018年,11月,,荣耀10青春版,约162克（含电池）,其他,,,2个,,,其他英寸,其他,其他,,其他,,Micro USB,['1230.00'],1300+
24363950717,400mAh,2019年,以官网信息为准,,V3,35,其他,,,1个,,,1.5英寸,596118,其他,,后置单摄,,其它接口,['98.00'],1300+
54227518914,,,,,,,,,,,,,,,,,,,,['4158.00'],1300+
56834297309,5000mAh(典型值)4900mAh（额定值）,2018年,7月,华为（HUAWEI）,荣耀note10,约230g,,,,2个,,,,,AMOLED,,,,Type-C,['1449.00'],1300+
43299934724,3340mAh（典型值）,2019年,3月,华为（HUAWEI）,华为nova4e,约159克（含电池）,,,,2个,,,,,IPS,,,,Type-C,['1208.00'],1300+
45592512665,3400mAh（典型值） 3320mAh（最小值）,2019年,4月,华为（HUAWEI）,荣耀20i,约164克（含电池）,,,,2个,,,,,IPS,,,,Micro USB,['999.00'],1300+
32924738685,5400,2018年,9月,AGM,AGM H1,240,,,,2个,,,,,LCD,,,,Type-C,['1699.00'],1300+
40047437928,5400,2018年,9月,AGM,AGM H1,240,,,,2个,,,,,LCD,,,,Type-C,['1549.00'],1300+
43298116984,3340（典型值）,2019年,3月,,以官网信息为准,以官网信息为准,,,,2个,,,,,其他,,,,Type-C,['1219.00'],1300+
30722070054,2100mAh,2018年,以官网信息为准,酷派（Coolpad）,锋尚N3,165.5(克),其他,,,2个,,,5.45英寸,596120,其他,,后置单摄,,Micro USB,['399.00'],1300+
11898178629,1200,2016年,以官网信息为准,,C30A,200,其他,,,1个,,,2.4英寸,320*240,其他,,后置单摄,,Micro USB,['209.00'],1300+
100005297526,1700,2019年,4月,飞利浦（Philips）,E289,158,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,['338.00'],1300+
59888373153,4000,2019年,10月,锤子（smartisan）,坚果 Pro3,185,,,,2个,,,,,AMOLED,,,,Type-C,['2399.00'],1300+
53371916410,4000,2019年,7月,华为（HUAWEI）,nova 5i Pro,约178g,,,,2个,,,,,LTPS,,,,Type-C,['1799.00'],1300+
100002092969,2300mAh,2017年,7月,三星（SAMSUNG）,三星领世旗舰8 4GB+64GB 黑色（SM-G9298）翻盖智能商务手机 4.2英寸双屏 无线充电 双卡双待,235,骁龙820（MSM8996）,,,2个,,,4.2英寸,1920×1080,Super Amoled,,后置单摄,,其它接口,['5099.00'],1300+
40038521452,4000mAh（典型值）,2018年,12月,华为（HUAWEI）,华为 畅享9,约168克（含电池）,,,,2个,,,,,TFT,,,,Micro USB,['836.00'],1300+
47340147109,4065mAh典型值,2019年,4月,,Reno 10,210,,,,2个,,,,,OLED,,,,Type-C,['4299.00'],1300+
62712940354,4000mAh（typ）/3900mAh（min）,2019年,3月,小米（MI）,以官网信息为准,186,骁龙675,,,2个,,,6.3英寸,以官网信息为准,其他,,后置双摄,,Type-C,['1059.00'],1300+
53147827096,4000,2019年,7月,,荣耀9X,206,麒麟810,,,2个,,,6.59英寸,1080*2340,LTPS,,后置双摄,,Type-C,['1349.00'],1300+
60959075418,3190,2019年,9月,Apple,iPhone 11 pro,188,其他,,,2个,,,其他英寸,以官网信息为准 ,OLED,,其他,,其它接口,['10595.00'],1300+
41967500625,3300mAh/ 3200mAh以官网信息为准,2019年,2月,小米（MI）,小米9 ,173 以官网信息为准,,,,2个,,,,,AMOLED,,,,Type-C,['2368.00'],1300+
100007696650,1050,2019年,8月,飞利浦（Philips）,E520,113,其他,,,2个,,,2.4英寸,240X320,TFT,,后置单摄,,Micro USB,['359.00'],1300+
62437457027,4000,2019年,以官网信息为准,,小辣椒P60,其他,其他,,,2个,,,5.84英寸,1520*720,其他,,后置双摄,,其它接口,['699.00'],1900+
50364125724,,,,,,,,,,,,,,,,,,,,['2799.00'],1300+
57734571809,2200,2019年,8月,,小辣椒,80,,,,2个,,,,,其他,,,,其它接口,['198.00'],1300+
56954273923,2080,2018年,2月,纽曼（Newman）,F9,158,其他,,,2个,,,2.8英寸,320x240,TFT,,后置单摄,,Micro USB,['368.00'],1300+
51802384507,3650,2019年,4月,华为（HUAWEI）,P30,172,,,,2个,,,,,OLED,,,,Type-C,['3398.00'],1300+
100006837804,1800,2019年,7月,飞利浦（Philips）,E219,134,其他,,,2个,,,2.8英寸,240*320,其他,,后置单摄,,Micro USB,['299.00'],1300+
26897061925,5200,2018年,以官网信息为准,,S9,150g左右,其他,,,2个,,,2.4英寸,其他,其他,,后置单摄,,Micro USB,['158.00'],1200+
48270371045,4000mAh（典型值）,2019年,6月,华为（HUAWEI）,荣耀20pro,182g,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,['2999.00'],1200+
62957135046,,,,,,,,,,,,,,,,,,,,['488.00'],1200+
53779319567,4000mAh(典型值),2019年,6月,,华为nova 5i,178,麒麟710,,,2个,,,6.4英寸,1080*2310,LTPS,,后置四摄,,Type-C,['1999.00'],1300+
33310142008,3100mAh,2018年,9月,魅族（MEIZU）,魅族16x,154,骁龙710,,,2个,,,6.0英寸,2160 x 1080,OLED,,后置双摄,,Type-C,['1198.00'],1200+
45264307539,4000mAh(典型值）,2018年,10月,,畅享9 plus,约173g(含电池),,,,2个,,,,,TFT,,,,Micro USB,['1799.00'],1200+
55460281697,,,,,,,,,,,,,,,,,,,,['1598.00'],1300+
57081414002, 4000mAh(典型值),2019年,9月,realme,realme X2,约182 克,,,,2个,,,,,Super Amoled,,,,Type-C,['1629.00'],1300+
46971161950,4020mAh（TYP） 3910mAh（MIN）,2019年,4月,,OPPO A9,190,其他,,,2个,,,6.53英寸,596120,TFT,,后置双摄,,Micro USB,['1299.00'],1200+
28997987139,1800,2018年,以官网信息为准,其他品牌,R2015,250,,,,2个,,,,,其他,,,,Micro USB,['499.00'],1200+
40635301744,3340,2018年,8月,华为（HUAWEI）,nova 3i,169,,,,2个,,,,,TFT,,,,Micro USB,['1099.00'],1200+
